shop_id,category_id,subcategory_id,paths
3,16,67,/c/tools/cutting-blades/cat5970020
3,16,67,/c/tools/multi-tool-accessories/cat6160058
3,16,67,/c/tools/angle-grinder-discs/cat5990032
3,16,67,/c/tools/sanding/cat6270002
3,16,67,/c/tools/routing/cat5990014
3,16,67,/c/tools/paddle-mixers/cat6160074
3,16,67,/c/tools/screwdrivers-hex-keys/cat831030
3,16,67,/c/tools/pliers-cutters/cat831008
3,16,67,/c/tools/soldering-brazing/cat831032
3,16,67,/c/tools/sockets-spanners-wrenches/cat3470004
3,16,67,/c/tools/hammers-axes/cat9790001
3,16,67,/c/tools/bolsters-wrecking-bars/cat15990001
3,16,67,/c/tools/tool-kits/cat6000006
3,16,67,/c/tools/sawing-cutting/cat9790005
3,16,67,/c/tools/plastering-tools/cat831284
3,16,67,/c/tools/building-tools/cat831276
3,16,67,/c/tools/cleaning-prep/cat8940004
3,16,67,/c/tools/electrical-tools/cat3660002
3,16,67,/c/tools/woodworking-tools/cat9800001
3,16,67,/c/tools/plumbing-tools/cat831286
3,16,67,/c/tools/workbenches-sawhorses/cat15660001
3,16,67,/c/tools/tiling-tools/cat831290
3,16,67,/c/tools/spirit-levels/cat9740004
3,16,67,/c/tools/tape-measures/cat831176
3,16,67,/c/tools/laser-levels/cat9740003
3,16,67,/c/tools/laser-measures/cat9740006
3,16,67,/c/tools/toolboxes/cat831374
3,16,67,/c/tools/organisers/cat831376
3,16,67,/c/tools/tool-storage-systems/cat12830001
3,16,67,/c/tools/tool-bags/cat831370
3,16,67,/c/tools/tool-totes/cat7680001
3,16,67,/c/tools/tool-backpacks/cat15610003
3,16,67,/c/tools/tool-belts/cat831372
3,16,67,/c/tools/tool-storage-drawers/cat15790002
3,16,67,/c/tools/tool-rolls/cat15870001
3,16,67,/c/tools/tool-chests/cat5870052
3,16,67,/c/tools/coolers/cat15720001
3,16,67,/c/auto-cleaning/vehicle-site-safes/cat810112
3,16,67,/c/tools/laser-levels/cat9740003
3,16,67,/c/tools/spirit-levels/cat9740004
3,16,67,/c/tools/laser-measures/cat9740006
3,16,67,/c/tools/tape-measures/cat831176
3,16,67,/c/tools/squares/cat14550006
3,16,67,/c/tools/angle-finders/cat9740005
3,16,67,/c/tools/sliding-bevels/cat14550005
3,16,67,/c/tools/vernier-callipers/cat14550007
3,16,67,/c/tools/rulers/cat9740009
3,16,67,/c/tools/marking-gauges/cat14550001
3,16,67,/c/tools/measuring-wheels/cat14550002
3,16,67,/c/tools/bare-units/cat7230005
3,16,67,/c/tools/angle-grinders/cat830694
3,16,67,/c/tools/multi-tools/cat830708
3,16,67,/c/tools/planers/cat830902
3,16,67,/c/tools/electric-screwdrivers/cat830720
3,16,67,/c/tools/sanders/cat830906
3,16,67,/c/tools/polishers/cat12980002
3,16,67,/c/tools/nail-guns/cat830710
3,16,67,/c/tools/routers/cat830904
3,16,67,/c/tools/air-compressors/cat830698
3,16,67,/c/tools/radios/cat830714
3,16,67,/c/tools/concrete-breakers/cat830792
3,16,67,/c/tools/dust-extractors/cat830940
3,16,67,/c/tools/welders/cat830732
3,16,67,/c/tools/workshop-machinery/cat830908
3,16,67,/c/tools/generators/cat830706
3,16,67,/c/painting-decorating/wallpaper-strippers/cat830806
3,16,67,/c/tools/glue-heat-guns/cat830804
3,16,67,/c/tools/disc-cutters/cat830798
3,16,67,/c/tools/air-tools/cat830782
3,16,67,/c/tools/concrete-pokers/cat8730001
3,16,67,/c/tools/nibblers/cat14970001
3,16,67,/c/tools/die-grinders/cat14970002
3,16,67,/c/tools/drilling/cat5920002
3,16,67,/c/tools/screwdriver-bits/cat5970004
3,16,67,/c/tools/drills/cat830704
3,16,67,/c/tools/saws/cat830716
3,16,67,/c/tools/kits-twinpacks/cat830712
3,16,67,/c/tools/impact-drivers-wrenches/cat830838
3,16,67,/c/tools/power-tool-batteries-chargers/cat830696
3,16,67,/c/tools/micrometers/cat14550003
3,16,67,/c/tools/water-level-kits/cat9800009
3,16,67,/c/tools/thermometers/cat9810005
3,16,67,/c/tools/electrical-testers/cat7910001
3,16,67,/c/tools/detectors/cat9810010
3,16,67,/c/tools/meters/cat9810009
3,16,67,/c/tools/inspection-cameras/cat9810026
3,1,1,/c/heating-plumbing/central-heating-radiators/cat830988
3,1,1,/c/heating-plumbing/radiator-valves/cat830962
3,1,1,/c/heating-plumbing/towel-radiators/cat830996
3,1,1,/c/heating-plumbing/designer-radiators/cat830990
3,1,1,/c/heating-plumbing/column-radiators/cat5840006
3,1,1,/c/heating-plumbing/radiator-parts-accessories/cat10420002
3,1,1,/c/heating-plumbing/cast-iron-radiators/cat7800001
3,1,1,/c/heating-plumbing/aluminium-radiators/cat7640003
3,1,1,/c/heating-plumbing/oil-filled-radiators/cat7230008
3,1,1,/c/heating-plumbing/electric-radiators/cat4840006
3,1,1,/c/heating-plumbing/radiator-foil/cat15860002
3,1,2,/c/heating-plumbing/central-heating-controls/cat831042
3,1,1,/c/heating-plumbing/boilers/cat6660001
3,1,1,/c/heating-plumbing/flues-boiler-accessories/cat830978
3,1,1,/c/heating-plumbing/boiler-spares/cat15190001
3,1,1,/c/heating-plumbing/central-heating-treatments/cat831046
3,1,1,/c/heating-plumbing/motorised-valves/cat831028
3,1,1,/c/heating-plumbing/water-heaters/cat830974
3,1,1,/c/heating-plumbing/central-heating-filters/cat2840004
3,3,13,/c/heating-plumbing/smart-heating/cat10340001
3,1,1,/c/heating-plumbing/hot-water-cylinders/cat830956
3,1,1,/c/heating-plumbing/central-heating-pumps/cat831036
3,4,18,/c/heating-plumbing/underfloor-heating/cat830968
3,1,1,/c/heating-plumbing/solar-panels/cat14210003
3,1,1,/c/heating-plumbing/heat-pumps/cat14210001
3,1,1,/c/heating-plumbing/cold-water-tanks/cat830964
3,1,3,/c/heating-plumbing/pipe-fittings/cat831504
3,1,3,/c/heating-plumbing/pipe/cat831500
3,1,3,/c/heating-plumbing/toilet-spares/cat831530
3,1,3,/c/heating-plumbing/wastes-traps/cat2410005
3,1,3,/c/heating-plumbing/brassware-valves-taps/cat831576
3,1,3,/c/heating-plumbing/plumbing-consumables/cat831510
3,1,3,/c/heating-plumbing/flexible-hoses/cat831572
3,1,3,/c/heating-plumbing/kitchen-gas-fittings/cat831578
3,1,3,/c/heating-plumbing/waste-pipe-fittings/cat831524
3,1,3,/c/heating-plumbing/mdpe/cat831580
3,1,3,/c/heating-plumbing/macerators/cat831614
3,1,3,/c/heating-plumbing/water-treatment/cat831542
3,1,3,/c/heating-plumbing/pipe-insulation/cat831554
3,1,3,/c/heating-plumbing/pipe-covers-clips/cat831558
3,16,67,/c/tools/plumbing-tools/cat831286
3,1,3,/c/heating-plumbing/soil-pipe/cat7760005
3,1,3,/c/heating-plumbing/guttering/cat831536
3,1,3,/c/heating-plumbing/underground-drainage/cat831514
3,1,3,/c/heating-plumbing/drainage-channels/cat850408
3,1,3,/c/building-doors/soffits-fascias/cat16450010
3,1,3,/c/outdoor-gardening/water-butts/cat1660006
3,1,3,/c/heating-plumbing/heaters/cat831056
3,1,3,/c/heating-plumbing/oil-filled-radiators/cat7230008
3,4,18,/c/heating-plumbing/underfloor-heating/cat830968
3,1,5,/c/heating-plumbing/electric-radiators/cat4840006
3,1,5,/c/heating-plumbing/stoves/cat831110
3,1,5,/c/heating-plumbing/fireplaces/cat830972
3,1,6,/c/heating-plumbing/dehumidifiers/cat840500
3,1,6,/c/heating-plumbing/extractor-fans/cat840510
3,1,6,/c/heating-plumbing/piv-units/cat15970001
3,1,6,/c/heating-plumbing/moisture-absorbers/cat14640001
3,1,6,/c/heating-plumbing/air-conditioning/cat840494
3,1,6,/c/heating-plumbing/ducting/cat840506
3,1,6,/c/heating-plumbing/fans/cat840516
3,1,6,/c/heating-plumbing/air-purifiers/cat14110001
3,1,6,/c/heating-plumbing/air-vents/cat840496
3,1,6,/c/heating-plumbing/building-ventilation/cat850200
3,1,6,/c/building-doors/roofing-ventilation/cat850306
3,2,77,/c/electrical-lighting/switches-sockets/cat830530
3,2,77,/c/electrical-lighting/outdoor-switches-sockets/cat830538
3,2,77,/c/electrical-lighting/back-boxes/cat7230011
3,2,77,/c/electrical-lighting/junction-boxes/cat830522
3,2,77,/c/electrical-lighting/metal-clad-switches-sockets/cat2430004
3,2,9,/c/electrical-lighting/grid-modular-wiring/cat830532
3,2,9,/c/electrical-lighting/plugs-adaptors-fuses/cat5300062
3,2,9,/c/electrical-lighting/timers-controllers/cat830128
3,2,9,/c/tools/electrical-testers/cat7910001
3,2,9,/c/electrical-lighting/socket-converters/cat830536
3,2,9,/c/electrical-lighting/combination-plates/cat8060001
3,2,9,/c/electrical-lighting/floor-sockets-boxes/cat1470002
3,2,9,/c/screws-nails-fixings/electrical-screws/cat840224
3,2,8,/c/electrical-lighting/cable/cat8960001
3,2,8,/c/electrical-lighting/cable-management/cat1150038
3,2,8,/c/electrical-lighting/cable-reels-extension-leads/cat830082
3,2,8,/c/electrical-lighting/cable-connectors/cat7230015
3,2,8,/c/electrical-lighting/cable-ties/cat830570
3,2,8,/c/electrical-lighting/glands-grommets/cat830484
3,2,8,/c/electrical-lighting/cable-clips/cat830572
3,2,8,/c/electrical-lighting/terminal-strips-blocks/cat830486
3,2,8,/c/electrical-lighting/label-printing/cat4370010
3,2,8,/c/electrical-lighting/electrical-tape/cat7230019
3,2,8,/c/electrical-lighting/crimps/cat830488
3,2,8,/c/electrical-lighting/cable-sleeving/cat830468
3,2,8,/c/electrical-lighting/earthing/cat830482
3,2,9,/c/electrical-lighting/consumer-units/cat7230028
3,2,9,/c/electrical-lighting/industrial-controls/cat13520001
3,2,9,/c/electrical-lighting/mcbs/cat7230022
3,2,9,/c/electrical-lighting/rcbos/cat7230024
3,2,9,/c/electrical-lighting/rcds-rccbs/cat7230026
3,2,9,/c/electrical-lighting/spds/cat12370001
3,2,9,/c/electrical-lighting/consumer-unit-device-kits/cat14120001
3,2,9,/c/electrical-lighting/consumer-unit-accessories/cat8030002
3,2,9,/c/electrical-lighting/isolation-switches/cat1930006
3,2,9,/c/electrical-lighting/site-transformers/cat830094
3,2,9,/c/electrical-lighting/3-phase-distribution/cat830494
3,2,9,/c/electrical-lighting/glands-grommets/cat830484
3,2,9,/c/security-ironmongery/safety-lock-offs/cat10780010
3,2,9,/c/electrical-lighting/commercial-power-distribution/cat13520002
3,2,9,/c/electrical-lighting/caravan-hook-up-points/cat15850004
3,2,9,/c/electrical-lighting/tv-satellite/cat830130
3,10,48,/c/electrical-lighting/cctv-surveillance/cat810224
3,2,7,/c/electrical-lighting/data-networking/cat830114
3,10,48,/c/electrical-lighting/doorbells/cat830116
3,2,7,/c/electrical-lighting/batteries/cat830106
3,2,7,/c/electrical-lighting/battery-chargers/cat830346
3,2,7,/c/electrical-lighting/power-banks/cat16270001
